tid,ra,dec,st_pmra,st_pmdec,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad
319806044,174.495736,-61.471059,-6.275,1.776,1.3509356,2.636,6060.0,,1788.91,1811.0,13.0789,6817.48,4297.6,,
318668441,173.340353,-63.341897,-7.716,-4.179,2.2364485,2.49,17380.0,24.5257,3957.51,2209.0,12.7521,709.721,6905.0,4.26,1.51
323002911,125.684734,-79.967892,-5.958,20.068,3.5949457,2.153,5810.0,11.7369,428.368,1267.0,12.4531,622.381,6131.0,4.24,1.36
316236118,171.894125,-65.144422,-7.542,7.308,4.1943867,2.977,27860.0,13.2866,140.213,958.0,13.3216,272.762,4515.0,4.53,0.76
314013231,184.044295,-66.055079,,,2.5395579,3.082,24200.0,,199.853,1047.0,13.0427,1181.83,3931.6,,
312508092,210.678525,-52.863246,-14.115,-8.239,5.7759952,3.594,9030.0,11.5628,313.194,1171.0,11.7696,392.044,5992.0,4.24,1.31
307888842,180.050068,-61.656157,-10.035,13.157,1.2008331,1.584,5800.0,,,,12.9273,868.982,,,
305492348,178.575415,-62.37515,-9.936,2.258,3.2969977,3.856,8860.0,17.145,2202.26,1908.0,12.8427,1227.81,7108.0,4.11,1.83
198077394,63.825203,-56.253674,7.012,15.022,3.990533,3.4539056,3306.4050915,16.0765989,862.3677457,1382.1108481,10.7074,277.798,5868.2,,2.76442
303686889,139.599794,-66.646095,-6.668,7.865,5.6320791,4.728,3600.0,11.8957,817.311,1489.0,12.8239,1100.93,6409.0,3.95,2.0
297668572,180.606425,-66.529163,-4.84,0.878,4.633735,5.755,48110.0,,196.033,1042.0,13.2272,2825.07,3905.6,,
297457992,180.242096,-69.945817,-15.2,1.013,2.8317721,2.607,12860.0,17.0328,703.307,1434.0,13.0791,833.486,6084.0,4.15,1.48
401952328,220.32663,-61.611797,-5.448,-12.817,9.1509453,3.522,3110.0,,101.474,884.0,10.7188,,4474.0,,
295233473,170.310352,-66.172341,-19.225,10.819,2.3720554,3.366,4350.0,7.05055,661.224,1412.0,13.4461,419.587,4668.0,4.22,1.11
294385899,168.998194,-69.318291,-23.176,5.746,8.9522767,4.508,6280.0,,369.297,1221.0,12.6795,528.262,5317.7,,
294365631,168.864866,-66.837395,-13.612,-1.499,1.8118703,1.368,5510.0,18.0792,772.444,1468.0,12.0317,769.274,6222.0,3.81,2.25
290263093,173.708318,-64.73169,-9.412,0.617,5.21228,3.863,8950.0,19.3512,1823.95,1820.0,13.0502,1295.58,8532.0,4.14,2.06
251852984,8.20273,-32.059418,-15.897,-24.559,2.7723915,1.8223369,5882.0194354,6.3703129,193.9128694,951.7467616,13.3547,315.141,4558.0,4.52,0.775641
289445553,219.321096,-48.051596,-25.252,-2.113,1.8200065,2.059,15750.0,11.7988,457.836,1288.0,12.1896,254.27,4994.0,4.43,0.91
280857321,173.32243,-67.449283,-14.793,0.872,2.1738256,2.081,2730.0,17.3093,2159.42,1899.0,11.627,1206.09,7588.0,3.65,3.28
269439355,148.00043,-63.075191,-11.026,7.908,3.3898234,1.587,1840.0,14.9878,229.032,1083.0,11.3983,825.812,6096.0,3.5,3.13
265633507,174.569775,-56.962612,-8.539,2.038,0.9787891,1.754,6770.0,17.8038,5251.58,2371.0,12.8299,1251.25,6959.0,3.98,2.09
260776145,189.182345,-52.057029,2.173,-5.451,10.7012764,4.428,25250.0,19.1102,152.102,978.0,12.5913,655.714,5853.2,,1.17
242389810,213.499311,-44.36654,2.17,-1.041,3.0271374,3.7,22110.0,22.466,1651.47,1775.0,13.086,1016.11,6678.0,4.24,1.49
241752370,208.889334,-52.524511,13.087,12.795,3.224746,3.621,11350.0,,500.144,1317.0,13.534,,5032.0,,
241569046,206.981105,-49.721915,-29.974,-5.647,2.2310803,3.3193427,12565.1881618,16.1961401,1896.2050788,1683.0269718,13.5286,967.034,5905.0,4.16,1.42673
156002449,8.481996,-50.729434,14.855,-34.13,5.2848691,4.7725494,27277.0990883,21.377066,523.2760294,1219.8388469,13.4081,944.552,6113.0,4.29,1.2729501
241514551,206.327123,-50.480521,-3.74,5.861,3.8600722,1.93,16960.0,10.5393,97.2691,874.0,12.8713,304.365,5096.5,4.59,0.77
241326434,204.13817,-51.044343,1.593,-13.716,6.8380862,2.445,34050.0,17.4994,82.8358,840.0,11.7754,300.417,5912.0,4.51,0.96
209923610,211.181028,-55.447698,-10.441,-2.561,3.0001627,2.892,10600.0,15.0659,1151.61,1622.0,12.3666,676.235,6695.0,4.27,1.45
209707800,210.884268,-55.44311,-11.3,-2.8,2.0519085,1.778,10320.0,14.7471,1024.7,1576.0,11.7219,,6386.3,,1.42
208091447,207.892594,-59.762737,-8.286,-5.243,4.6606892,2.863,6370.0,21.5363,1436.15,1715.0,12.3921,1206.98,8608.0,3.94,2.6
203476998,217.801851,-23.054805,4.19,-1.987,2.8977031,4.148,10130.0,17.057,2102.4,1886.0,12.6561,881.501,6397.0,4.1,1.67
179715231,213.538657,-37.558384,-8.519,14.559,4.319754,2.78,10910.0,13.1542,335.6,1192.0,12.2936,486.177,5783.0,4.26,1.25
167597352,216.219416,-38.014361,-3.86,4.582,5.3305676,2.887,5820.0,15.5434,277.237,1136.0,12.8813,1100.56,6076.0,3.89,2.01
165667705,203.846742,-38.28398,6.439,-0.056,3.2782956,3.38,8280.0,12.1111,622.203,1391.0,12.6831,576.031,5544.0,4.19,1.32
159262969,219.568388,-40.751081,10.281,-10.194,3.2420704,2.535,10600.0,12.4447,368.009,1220.0,13.3359,691.946,5570.7,4.26,1.21
66413476,13.877098,-33.512305,15.485,-28.463,4.36907,1.308,3970.0,5.94716,26.8795,634.0,12.004,180.753,4391.0,4.36,0.9
125424836,210.096262,-22.34234,-27.257,8.78,3.2806578,2.93,9820.0,11.5452,535.248,1340.0,12.0858,410.674,5717.0,4.3,1.18
121194926,224.78787,-40.870645,,,2.0694143,1.768,2900.0,,,,12.27,728.917,,,
112037211,209.185479,-35.288854,-47.847,-46.207,4.3636327,2.407,10410.0,9.0556,121.921,925.0,12.4299,280.347,5042.0,4.48,0.87
107506563,212.731306,-31.240072,-2.688,-12.038,1.6832809,2.356,12430.0,,,,13.201,555.221,5286.9,,
83395136,214.96711,-28.921092,-24.857,5.741,2.2458338,1.462,10280.0,8.19934,121.462,924.0,13.2494,256.899,4377.0,4.51,0.76
322901324,124.321302,-78.014945,0.288,7.521,6.3096313,2.761,4370.0,6.46255,148.356,972.0,12.5755,426.474,5829.0,4.5,0.96
369789627,157.014455,-85.529118,-12.812,20.454,1.227961,1.69,2260.0,,560.674,1355.0,12.6593,,4508.0,,
68523365,202.792828,-58.289062,-18.556,0.833,3.4470312,2.677,15240.0,11.2549,352.463,1207.0,12.9104,411.798,5629.0,4.53,0.9
144336525,356.11482,-46.866601,-14.323,-4.79,0.247325,0.913937,2174.148068,10.7717369,,,11.7549,462.239,6316.0,3.75,1.74395
370138999,48.785978,-75.72207,5.395,25.123,11.4520097,3.017,1500.0,9.64471,296.562,1156.0,12.1225,599.768,6193.0,4.15,1.52
280096473,46.360258,-74.472778,15.007,0.936,12.8770845,1.9419484,7385.1208646,10.8337698,112.6342216,830.8781535,12.0461,404.221,5953.0,4.39,1.10769
469821652,300.625098,-74.344504,-11.704,3.11,5.6155837,4.495,2690.0,7.87868,627.845,1394.0,11.7593,480.702,5998.0,4.13,1.51
468055102,286.481864,-35.815774,-5.13,-6.863,3.3133491,3.881,8900.0,14.7466,1705.48,1790.0,12.6347,867.089,6690.0,4.21,1.56
466167563,299.089231,-60.177164,3.321,-5.354,3.3792968,1.196,6680.0,,138.369,955.0,12.599,637.042,6125.1,,
451566438,270.950419,-86.309236,21.685,-12.002,3.7462806,2.078,6670.0,17.5312,819.165,,12.2613,334.472,5737.0,,1.12
410372968,290.91348,-70.609525,-8.393,-23.077,2.7674682,2.997,5740.0,11.0509,932.409,1539.0,12.8058,714.829,5890.0,4.17,1.41
410358456,60.057545,-87.911943,36.876,43.805,1.8641295,1.42,4130.0,6.95296,302.749,1162.0,11.9039,272.053,5293.0,4.38,1.02
410314178,37.613585,-84.053383,18.107,19.593,4.132031,1.354,4220.0,3.73783,76.3127,823.0,12.839,489.606,5657.6,,0.53
206669860,343.633009,-34.502725,-5.904,2.902,10.0550764,3.3888241,13107.7141418,20.5931944,223.3992486,986.030109,13.4573,958.071,5960.0,4.23,1.31971
407922734,290.676649,-76.322332,,,6.4751256,2.217,23500.0,,37.2725,688.0,12.2017,,4899.8,,
406236094,292.968878,-52.645652,,,4.1394473,2.94,4070.0,12.776,454.749,,11.059,365.226,6014.9,,1.96
388280249,126.256924,-85.1578,-13.003,18.584,3.146714,2.106,7360.0,12.1786,215.374,1067.0,13.2598,611.415,5197.0,4.11,1.37
372443687,318.360827,-66.481594,18.764,-35.089,4.2955192,2.874,20630.0,13.6703,302.917,1162.0,12.3525,396.881,5875.0,4.51,0.95
360822008,304.233188,-55.874695,4.741,-20.784,2.9075077,2.92,10020.0,12.0308,677.605,1421.0,12.9127,599.012,5709.0,4.3,1.18
325275736,318.356223,-73.064186,-3.842,-19.121,20.5020769,7.382,17680.0,11.7145,66.4002,795.0,13.445,311.738,4511.0,4.51,0.78
320327056,295.508668,-59.35635,10.541,-2.945,7.0327412,3.044,17290.0,11.4154,68.7158,802.0,12.6919,297.407,5021.0,4.52,0.83
319568619,290.856966,-54.330649,36.496,-117.534,1.5265889,1.688,23630.0,12.3611,391.362,1239.0,12.7572,273.098,4887.0,4.57,0.77
304130406,291.866861,-62.094877,-3.582,-11.209,3.2464257,2.082,8430.0,12.7086,297.123,1156.0,13.5215,904.752,5729.0,4.19,1.35
179987678,11.092003,-75.629805,19.903,5.887,0.4191451,0.9767422,1898.2608647,6.1769613,14526.5528051,2800.0152156,12.6889,614.459,5430.0,4.4,1.39542
139357541,349.487743,-43.925529,12.568,2.348,4.4781603,1.5774426,4339.8345448,9.2972393,571.7432004,1247.1537636,12.7703,659.967,6074.0,4.33,1.20333
290302491,328.277886,-77.198103,-4.697,2.733,3.8348994,3.138,4600.0,10.5061,559.599,1354.0,13.0099,793.087,5849.3,4.08,1.56
254142310,286.528834,-38.990524,-7.266,-17.299,9.3108074,5.27,2860.0,10.1812,336.791,1193.0,11.1165,467.976,6243.0,3.97,1.89
219924802,298.522938,-53.381214,8.125,-7.296,2.9478339,2.205,5030.0,18.9265,2791.77,2025.0,11.7212,470.939,6296.0,4.27,1.35
201660996,288.951272,-56.354296,13.055,-12.001,3.502221,2.911,13290.0,14.1347,533.699,1339.0,12.4005,527.005,5983.0,4.31,1.21
166220082,295.191984,-49.420378,-3.055,4.031,0.8102219,0.737,820.0,7.01523,1338.85,1685.0,11.0125,511.737,6329.0,3.92,2.03
114181798,295.315233,-35.246927,2.341,-0.123,2.7022764,2.856,11200.0,15.3559,925.842,1536.0,12.6771,614.218,5969.0,4.17,1.43
113648563,293.856895,-38.43229,1.101,-20.222,2.0325685,1.312,18260.0,11.846,175.933,1014.0,12.926,312.259,4950.0,4.49,0.85
113117112,292.757611,-31.633962,2.017,-2.999,2.7176413,3.285,12100.0,17.2275,1649.78,1775.0,13.0201,988.609,6567.0,4.21,1.52
79920467,297.110316,-43.018001,-6.522,-20.114,1.4338615,1.61,31360.0,12.3818,158.892,989.0,13.2956,200.5,3913.0,4.59,0.67
31786438,289.343349,-33.054784,2.139,-2.323,1.4259934,1.434,4670.0,12.6369,910.147,1530.0,12.8999,915.052,5955.0,3.99,1.75
464593883,286.967116,-63.991599,-0.715,-17.382,9.0653768,2.062,8550.0,9.03928,27.2384,,12.7602,363.935,5302.0,,0.95
464481762,284.211364,-61.717588,2.332,-14.813,4.2545208,4.3764889,9168.7791674,13.8532978,718.999383,1320.6930092,13.3827,894.68,5674.0,4.13,1.43536
464445045,282.51078,-62.094156,0.105,1.607,2.589659,3.385,7430.0,14.9823,2190.57,1905.0,13.1675,1270.93,6650.0,4.1,1.75
464280516,279.640407,-62.301798,-26.085,20.932,2.5658729,2.425,10050.0,14.4803,351.223,1206.0,11.481,286.439,5003.0,,1.39
456574511,282.011353,-57.545386,5.638,-6.194,3.4379994,3.855,8370.0,13.3167,1192.84,1637.0,13.2972,981.113,6193.0,4.2,1.44
456560485,281.55889,-57.694363,-2.528,-27.372,5.9493696,3.678,10370.0,11.8844,235.266,1091.0,12.3726,437.919,5590.0,4.31,1.15
451538240,264.825476,-87.299445,1.603,-10.312,3.9349141,4.189,7660.0,14.3155,1051.8,1586.0,13.0197,900.488,6200.0,4.1,1.61
407772585,274.804997,-71.793902,5.877,-11.07,3.0537856,1.731,12440.0,17.9453,583.27,1369.0,12.2415,588.129,6103.0,4.17,1.46
390723664,281.311417,-47.086382,7.908,-6.263,2.9264345,3.182,7890.0,6.98436,557.455,1353.0,13.3888,417.019,5121.0,4.57,0.8
27966179,358.751682,-22.538908,25.159,-36.495,4.2794669,2.4641339,17011.2798568,9.0099926,74.8950024,750.296567,12.8696,200.326,4314.0,4.57,0.703041
384299730,246.034734,-82.550772,-10.073,-18.396,6.6926834,5.96,3180.0,9.62132,678.724,1421.0,12.6579,791.797,5918.0,3.98,1.75
384016413,240.470403,-78.602561,-6.882,-3.246,5.451593,3.628,3490.0,11.1974,359.92,1231.0,12.5815,786.257,5773.0,3.91,1.87
383299778,185.130699,-84.916673,-13.0,-9.03,1.5570251,1.431,4220.0,10.9349,1213.68,1644.0,12.909,705.625,5590.0,4.08,1.5
381982417,284.048901,-70.249425,5.499,-9.897,8.6187455,1.692,3430.0,15.6647,173.998,1011.0,10.5695,615.178,7400.0,3.92,2.37
381789320,270.132239,-52.68301,-5.304,-22.698,3.4930546,2.985,7980.0,13.1021,639.317,1400.0,12.0148,502.336,5986.0,4.17,1.42
380775661,269.546056,-62.477432,2.063,-15.248,2.025289,2.257,18480.0,12.3405,550.936,1349.0,12.9876,394.443,5297.4,4.52,0.86
369861728,161.036801,-86.316421,-22.007,13.715,3.8784358,2.677,9620.0,11.8812,310.093,1169.0,13.1045,560.726,5636.0,4.32,1.14
365554300,274.046382,-65.608083,25.747,-13.083,0.7614693,1.059,5980.0,,1543.61,1746.0,13.3095,,5813.0,,
365021641,271.991949,-49.555097,-2.018,-38.517,7.4832824,3.802,12910.0,12.264,129.267,939.0,11.8633,288.963,5306.0,4.35,1.06
364072092,267.445726,-53.407556,0.856,-8.853,1.3828196,1.336,10030.0,15.7062,1001.35,1567.0,13.0374,890.249,6362.0,4.22,1.45
332314607,272.905634,-36.782023,,,5.3890264,3.794,29490.0,,93.9124,867.0,12.5578,450.91,3930.3,,
315398848,279.610687,-40.802254,,,1.3677581,1.363,5840.0,11.144,596.492,1376.0,12.4749,353.719,5355.0,,1.37
312030014,264.934249,-73.37763,-2.269,-17.362,5.2330803,4.617,6900.0,12.7241,1001.08,1567.0,11.8748,565.094,6375.0,4.2,1.49
311565540,260.706965,-73.434885,-4.66,-19.517,4.0668012,2.373,10210.0,10.2315,270.456,1129.0,13.4449,642.134,5789.0,4.47,0.98
311292015,258.402253,-74.303176,-4.148,-10.752,2.9519989,3.518,8270.0,15.6964,1262.03,1660.0,12.8739,974.737,6136.0,4.03,1.73
310854881,255.271159,-75.430201,12.641,-4.63,12.8777188,4.209,21210.0,,70.9259,808.0,13.3675,586.486,5281.8,,
307320565,267.895964,-63.005947,-1.834,-2.405,2.625748,3.529,4650.0,12.4597,2401.54,1950.0,12.4472,956.388,6693.0,4.04,1.89
306357884,265.087598,-63.251885,1.722,-11.329,1.0571733,1.235,2140.0,12.0066,2168.84,1901.0,11.5624,809.845,6307.0,3.72,2.53
304695574,278.474993,-70.946262,-4.54,-22.686,2.8090597,3.24,6430.0,12.0828,1004.86,1568.0,12.9566,803.35,5852.0,4.1,1.52
303617735,272.205469,-59.891679,,,4.2732096,3.047,5870.0,,286.212,1145.0,12.8376,522.799,5332.0,,
301455423,256.43032,-70.909631,-5.955,-7.704,1.0664194,2.106,14350.0,14.3422,2742.65,2016.0,13.1482,685.8,5897.0,4.33,1.18
292477426,281.602174,-68.126095,2.699,-9.65,4.1794516,3.921,4480.0,13.3164,815.017,1488.0,12.4256,891.92,6151.0,3.92,1.96
276647494,266.123677,-79.594616,9.636,5.757,10.1923252,6.168,1730.0,5.40312,355.136,1209.0,12.1098,426.298,5767.0,4.23,1.28
256158543,266.880985,-79.466679,-2.25,-1.995,5.0648278,4.321,9920.0,13.6307,738.156,1452.0,11.6723,441.315,6411.0,4.29,1.34
224245334,353.357499,-41.171521,16.701,1.791,3.7852328,3.5398298,1338.8791278,4.7864833,650.4958544,1288.0445455,11.5166,352.269,6150.0,4.4,1.1289999
255768108,268.693269,-53.392923,-2.431,-8.443,1.0815202,1.317,9050.0,17.3782,1428.47,1712.0,12.4794,834.968,6260.0,4.02,1.78
193782529,270.881486,-35.447285,,,3.9823479,4.463,32030.0,,197.455,1044.0,13.334,,3986.0,,
160930264,276.041754,-51.036649,-2.33,-8.422,1.9242952,3.075,12690.0,16.9815,2478.4,1965.0,12.8757,851.085,6324.3,4.19,1.48
120033290,279.109348,-57.452396,-2.026,0.723,2.265394,3.478,4540.0,12.6882,1585.08,1757.0,12.5521,744.585,5568.0,3.89,1.86
119950057,278.746802,-55.663421,,,10.1822686,2.424,12570.0,,,,12.388,535.977,,,
119089245,275.147902,-58.253155,-0.21,-0.681,1.2436504,1.215,7630.0,11.1385,828.458,1494.0,13.3234,781.789,6070.0,4.35,1.18
86419190,271.923408,-42.543178,-4.562,-15.268,1.4893582,1.286,8600.0,12.5424,1946.1,1850.0,12.5052,533.245,6208.0,4.42,1.11
86021841,271.611136,-44.117222,2.41,-0.633,3.7465541,2.623,12890.0,,824.101,1492.0,12.2962,,5766.6,,
233964642,36.498718,-63.647607,-3.306,-13.937,17.9160113,1.889,9906.0,18.2667,27.7718,639.0,9.5498,199.657,6090.2,4.11,1.57
76761591,270.726679,-55.841807,-12.0,0.0,11.968028,3.925,9480.0,32.6917,495.179,,10.9207,402.859,6701.0,,1.57
75919790,268.399733,-59.653938,6.714,-9.147,8.6369598,4.91,13620.0,13.0862,439.615,1275.0,12.7691,543.009,6040.0,4.45,1.04
75076261,266.358966,-56.882951,-9.733,-24.925,5.9709305,3.145,11800.0,12.3371,180.951,1021.0,11.8482,340.802,5748.0,4.38,1.09
57093805,272.450977,-31.891545,-9.895,-3.343,3.2229781,3.793,9310.0,14.58,2054.13,1875.0,10.9308,248.097,5488.0,4.2,1.29
21997420,268.05232,-45.1783,-1.123,-4.392,2.1917701,3.145,11650.0,20.1864,3396.72,2126.0,13.207,1356.21,7222.0,4.12,1.84
6404965,283.664945,-47.994244,-19.549,-95.54,4.8692603,2.538,5510.0,6.32448,215.764,1067.0,11.9812,132.574,4323.0,4.58,0.7
131347421,117.924589,-37.171337,-7.5,6.9,2.6156239,2.101,2340.0,4.05281,1128.14,1614.0,11.4872,820.182,7002.0,,0.83
50909831,108.967811,-4.24652,0.296,2.296,2.0272642,0.977,4320.0,13.445,388.165,1236.0,11.3546,574.167,6505.5,,1.81
4959676,141.699699,-38.626819,50.816,-25.3,2.2358979,1.588,610.0,3.28794,851.912,1505.0,10.6418,112.087,4793.8,4.42,0.9
941340744,162.916411,-44.985551,0.063,-7.869,4.311529,2.699,9820.0,15.9679,364.211,1217.0,10.9932,388.82,6777.0,4.29,1.57
33840683,64.841462,-74.585973,-6.575,57.524,13.8198702,5.041,328.0,3.09224,107.236,896.0,10.2756,281.692,5598.0,3.85,1.96
391903064,106.529815,-75.819559,-5.96,38.599,8.8176457,3.076,645.0,2.36114,85.6924,847.0,8.7843,78.7577,6365.0,4.54516,1.02
260367888,95.151882,-59.754672,-5.251,16.627,46.3810093,6.1350191,1108.3541952,5.7534556,55.3448497,695.647218,10.9567,415.22,6307.9,4.07,1.69625
382045742,79.323673,-59.068391,11.998,37.044,15.6600896,4.785,400.0,2.14305,110.915,904.0,10.8204,261.681,6257.0,4.42,1.13
229138584,25.719671,-48.78843,18.304,25.095,2.9122454,3.269,1210.0,5.08343,862.596,1509.0,12.1289,495.996,5466.0,3.94,1.46
360714300,142.919776,-63.367397,43.867,-29.297,15.8118347,4.449,601.0,2.24252,70.4363,807.0,9.6216,119.49,5746.7,4.43,1.01
342343963,123.676678,-55.642735,-10.663,18.239,16.7375044,1.319,2570.0,16.0108,12.3014,521.0,10.6857,564.342,6549.0,3.62,2.97
440324561,144.456031,-59.115086,-48.692,20.043,10.5634342,1.011,11150.0,12.1545,3.01202,367.0,10.956,136.169,4688.0,4.33,0.99
385858569,138.759017,-54.314261,-6.515,5.795,9.7433732,3.747,1566.0,,,,10.2509,2157.7,8582.0,4.09,
34297761,146.497112,-46.267641,-42.412,8.691,5.3928876,3.8463963,7447.1137923,12.0135136,511.6375558,1212.9987503,10.8467,273.225,5970.0,4.24,1.3179801
220547837,155.332076,-50.081462,-31.6,11.6,8.4562659,4.338,8430.0,17.3093,833.599,,10.7038,238.294,6144.0,,1.3
131730580,147.793034,-49.410563,-5.553,2.362,3.7493233,2.274,1170.0,,,,10.6973,5366.25,,,
131419624,118.086505,-37.720846,-2.737,6.263,7.2611991,3.389,3980.0,15.4357,1167.97,1628.0,12.8281,886.655,6702.0,4.07,1.82
131250246,117.781828,-41.578402,2.154,-1.175,2.3506831,2.743,1940.0,6.39563,1871.52,1832.0,12.0148,549.076,6589.0,4.24,1.47
186470510,132.699163,-35.006901,-6.6,6.3,3.5071842,3.3833003,3155.9223023,11.2416379,2055.0809424,1716.6692962,11.5432,627.758,7462.0,,1.85807
186459119,132.627958,-31.982173,-0.814,-5.679,6.534605,2.957,6530.0,12.2512,167.262,1001.0,12.889,677.509,5826.0,4.16,1.41
131025778,117.265588,-36.677812,-1.689,2.127,2.6543295,3.275,18470.0,23.745,2779.92,2022.0,13.0959,1040.31,7517.0,4.21,1.71
130797885,117.091727,-38.018985,-3.674,3.14,4.7260751,4.275,6910.0,14.7931,4023.58,2218.0,13.4213,1055.67,7311.0,4.27,1.55
133655284,121.289884,-41.187617,-5.545,8.331,2.6101478,4.3645203,2843.8872049,15.9448335,9842.1090407,2540.3396841,12.0588,915.563,5320.0,4.21,2.6926401
176148945,121.585737,-22.094073,-0.4,8.6,2.0086823,1.903,1150.0,7.75485,3645.6,,11.756,1062.66,8516.0,,2.19
13737885,133.755772,-9.1652,0.098,-6.967,4.4575332,5.319,2900.0,12.6057,1531.89,1742.0,11.5546,713.283,6289.3,4.25,2.16
175317833,152.043987,-1.217947,-3.966,-4.523,9.7325799,1.6549887,11099.2665877,14.8778005,289.3283868,1051.8831808,12.8451,810.86,6300.4,4.26,1.3728499
118603213,130.223468,-19.851233,-2.514,0.986,1.8592079,2.212,3150.0,16.4056,2679.45,2004.0,12.2146,1520.39,7257.0,3.75,2.82
174426662,114.317625,-36.27316,-3.873,-0.587,0.8855539,1.034,1900.0,5.05228,1788.08,1811.0,12.4768,511.818,6446.0,4.45,1.13
118072143,128.779989,-18.244506,-15.512,-30.573,2.7678404,2.225,9160.0,,535.934,1340.0,13.2877,617.178,5908.7,,
96055535,146.64134,-8.604797,-2.871,10.242,5.4033373,1.421,14900.0,18.9875,26.5343,632.0,13.2958,,4977.7,,1.49
173824688,113.153512,-41.725403,-3.587,6.854,4.7131119,5.5285456,10492.6573132,19.7629326,1722.7646011,1643.1463045,13.5064,1249.01,6785.0,4.05,1.88091
173260345,111.598673,-40.765592,-8.46,8.627,5.2059716,2.803,9210.0,11.1254,280.373,1139.0,13.6224,783.101,6210.0,4.41,1.13
59536337,109.132322,-44.168203,-7.399,18.382,7.8373997,3.273,2880.0,7.62042,254.905,1113.0,12.1348,646.997,6715.0,4.28,1.43
170405772,103.644859,-45.064275,-1.008,5.24,3.2730247,1.551,4030.0,,217.442,1069.0,12.683,440.82,5769.7,,
56630436,127.140149,-34.630225,-2.941,3.332,6.4700007,5.6018512,14835.6486181,22.0947602,1012.8517686,1438.8191925,12.5443,928.163,6819.0,4.11,1.7676899
154616309,122.217093,-28.937824,14.467,9.65,3.6250244,2.209,11380.0,6.80665,53.0463,751.0,13.3153,180.84,3811.0,4.63,0.63
46999289,143.540873,-7.433444,39.577,-59.206,6.2088405,2.7236562,2992.8361072,3.5693526,51.4155981,682.9571759,12.1945,168.34,4655.8,4.67,0.661528
80439101,11.747329,-44.369951,2.997,-4.86,14.8499717,5.9888165,53558.5635109,,71.4587134,741.5382329,12.6435,497.551,5829.0,,
437215469,123.624724,-19.590655,-9.103,2.9,3.8036198,4.141,17890.0,22.1057,1174.87,1631.0,12.6659,913.915,6464.0,4.14,1.61
26051436,150.923685,-10.575236,-23.008,5.071,3.6689529,2.866,14780.0,13.2074,377.121,1227.0,13.3298,647.95,5642.0,4.38,1.06
133107143,120.538954,-41.205439,0.485,13.478,11.2205176,3.7193393,10721.0265817,17.0919218,268.0187451,1031.9556709,12.0894,678.701,6764.0,4.19,1.60322
18795429,138.098314,-33.256815,-4.73,-4.949,2.5087868,2.529,15750.0,12.9918,922.499,1535.0,12.7435,513.6,6255.0,4.52,1.01
152326573,119.870056,-30.006131,-2.532,-0.758,6.1458884,2.808,12900.0,18.4029,351.407,1206.0,13.0178,1203.27,7231.0,4.24,1.6
410159011,133.44721,-18.003195,-6.49,4.988,2.623354,2.845,8790.0,16.3338,1425.08,1711.0,12.8054,889.866,6437.0,4.1,1.69
152005053,119.508998,-33.996094,-6.494,9.297,1.3847905,2.657,4150.0,11.9783,2691.16,2006.0,13.0549,714.755,5596.0,,1.82
405485201,143.731993,-12.25044,-20.452,-9.708,7.7605254,3.639,2060.0,4.92551,218.205,1070.0,11.7483,364.285,6070.0,4.42,1.09
33911302,355.844989,-23.998023,15.483,-22.345,1.81383,1.113,13170.0,11.581,120.54,923.0,13.3302,415.551,4775.0,4.38,0.94
238012337,102.595945,-48.534456,,,3.9791023,4.47,4000.0,,,,11.581,,,,
150424946,117.401918,-34.451103,-4.183,4.462,7.0628019,4.385,13490.0,,,,13.1428,1531.6,,,
396794358,147.482896,-14.733219,-20.505,1.939,3.1405783,1.574,8570.0,11.93,210.456,1061.0,12.6977,565.295,5636.0,4.24,1.26
149745822,116.538349,-33.48309,5.867,-12.77,4.7114264,1.502,5410.0,15.6522,1055.88,1588.0,12.5881,726.071,8238.0,4.41,1.47
131348451,117.917125,-36.81567,-12.565,-6.159,9.7355768,5.954,2590.0,9.29033,405.451,1250.0,11.9685,537.355,5033.0,,1.81
386456916,128.20788,-13.064342,-9.274,-2.493,3.5714448,2.356,4090.0,18.4074,873.532,1514.0,12.2665,1053.27,5942.0,3.66,2.56
145910571,123.261857,-31.320175,-4.009,2.679,2.3626917,2.938,7280.0,14.4588,4798.12,2318.0,12.6255,1184.46,8360.0,4.33,1.62
332710679,150.389098,-16.126786,-13.143,-24.336,2.7194615,2.481,18840.0,12.4906,422.699,1263.0,13.4736,548.679,5454.0,4.52,0.89
437144507,123.274547,-23.053372,-0.644,4.764,7.3039869,5.3650109,7722.2055378,,184.0529207,939.4105386,11.8994,,5308.5,,
145904365,123.149611,-32.776684,,,7.9969538,5.4,19120.0,,205.724,1055.0,12.935,,5305.8,,
145023816,122.092607,-30.09545,-4.788,3.761,2.8389301,2.45,6210.0,16.9204,1669.46,1780.0,13.35,1787.36,7132.0,3.98,2.14
144682439,121.663414,-31.944461,-2.943,7.36,0.765415,1.389,2740.0,8.47671,3287.18,2109.0,13.0391,923.779,6034.0,4.13,1.51
277833423,156.229013,0.435829,1.802,-4.297,6.1786733,4.289,16990.0,18.581,313.989,1172.0,12.7761,687.367,5806.0,4.16,1.4
144467913,121.316468,-31.849047,-0.004,1.438,2.9526508,2.503,9320.0,17.072,532.564,1338.0,12.7363,868.194,5812.0,3.98,1.73
