tfopwg_disp,ra,dec,st_pmra,st_pmdec,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad
0,257.876742,72.135555,1.411,11.342,2.09989,0.908,27336.4,10.1564,422.491,1263.0,10.1688,169.788,6025.3,4.46,1.04
0,324.714399,65.039172,8.796,3.611,1.44127,2.605,2750.0,9.20279,22433.7,3409.0,9.79455,315.386,8009.0,4.29,1.65
0,8.163572,54.654594,18.638,-1.434,1.08697,1.967,860.0,4.98445,2889.01,2042.0,10.4925,285.876,5751.0,4.0,1.69
0,48.352264,49.783757,,,0.68601,1.614,910.0,,,,10.485,,,,
0,41.467598,-64.320687,29.82,4.632,14.152,3.599,3800.0,10.6751,288.531,1148.0,10.294,234.138,5823.9,4.6,1.28
0,38.821696,55.703217,7.133,-7.668,2.27456,3.32,1020.0,13.266,21521.5,3374.0,10.2948,551.666,6777.0,3.55,3.35
0,38.123017,52.704091,41.218,-46.098,0.98999,2.05,420.0,3.95137,7729.29,2612.0,9.10226,184.69,6208.0,3.99,1.84
0,15.606503,60.715521,-1.996,-2.246,3.01106,3.073,1617.22,7.20703,1281.74,1666.0,10.5907,377.17,6516.0,,1.63
0,50.345888,52.692112,121.807,-92.923,,4.149,54500.0,21.0557,,,10.374,86.1112,4503.5,4.42,0.86
0,8.989872,65.026035,114.792,-33.288,1.35932,2.831,2840.0,10.3751,15609.5,3113.0,9.74734,104.358,5421.0,4.46,0.94
0,43.61065,52.07103,-3.594,-4.127,1.71614,2.038,681.449,14.1349,958.34,1550.0,10.424,755.795,5511.5,3.28,4.92
1,73.70144,-76.680606,11.712,-18.922,2.0845434,2.017038,12504.825019,13.4432705,1085.4942586,1463.9513087,12.0166,355.683,5638.0,4.35,1.10646
0,53.196298,51.884502,1.126,-14.844,1.74626,3.88,1110.0,5.62786,17804.9,3218.0,9.4883,294.123,8348.0,4.24,1.8
0,53.098973,50.49904,-0.061,2.251,1.2427,1.563,663.745,6.05271,1263.34,1660.0,10.2353,317.968,5624.8,3.92,2.14
0,31.902189,45.500156,-3.046,-3.82,8.66698,6.104,9854.3,27.4804,2647.36,1998.0,10.4562,505.331,6322.2,3.77,2.52
1,42.436612,71.753088,90.982,-33.197,21.216464,3.045,6499.0,13.1431,18.9464,581.0,7.6353,78.0863,5925.0,4.1,1.55
0,14.640115,50.936428,84.427,51.422,,9.597,7440.0,11.3282,,,10.2978,186.665,5791.0,4.29,1.21
0,51.988839,54.865617,22.779,-16.16,2.4611008,3.13,1795.0,12.3334,8632.97,2685.0,10.3775,248.563,5429.5,4.01,1.63
0,23.466893,45.010329,18.596,1.104,0.783879,1.4870966,274.5156373,9.6813253,6087.0682501,2252.7956163,9.7828,493.702,4975.0,,5.3874698
0,19.278636,57.514232,63.025,-25.533,0.99837,1.632,2730.0,5.29489,2465.96,1963.0,9.60027,143.575,6082.0,4.39,1.13
0,34.376965,56.42149,2.649,-5.512,1.97741,6.549,5470.0,17.5768,46143.6,4083.0,10.1042,341.514,6742.0,3.95,2.11
0,27.738026,48.352316,5.02,-6.988,9.07768,2.78,19171.9,,1012.12,1571.0,9.7745,524.755,8393.7,4.01,
0,333.578718,-55.378981,-8.312,4.153,2.51266,2.411,2790.01,13.3617,793.471,1478.0,11.2314,601.367,5988.0,4.08,2.3
1,28.282572,52.053921,26.511,6.165,4.7947749,4.799,6864.0,18.3428,1021.14,1574.0,9.17925,233.22,6333.0,3.86,2.18
0,28.16355,55.185971,44.517,-14.626,,4.23,8410.0,18.6201,,,9.76978,124.547,5865.0,4.49,0.97
0,34.69789,64.356382,-4.588,-2.918,1.8932775,3.118,3415.0,21.043,35143.2,3814.0,10.0188,386.181,6904.3,4.05,2.04
0,4.249336,58.679253,0.654,-2.856,3.77188,2.923,450.0,10.0329,5181.65,2363.0,9.5425,867.296,10097.0,3.52,4.62
0,6.519425,63.319412,-13.0,-0.308,0.88654,1.679,870.0,24.9348,64431.5,4438.0,9.27904,479.659,6919.0,3.36,4.27
0,6.308908,62.543115,-4.209,-3.54,1.83641,2.222,470.0,10.6176,9124.8,2722.0,8.9676,670.885,9542.0,,5.03
0,48.423422,61.907831,14.079,-12.14,12.5343031,4.572,1517.0,8.71775,463.57,1292.0,10.2543,563.997,7275.0,3.91,2.51
0,14.119486,65.679038,-0.493,11.141,35.4028219,4.221,12666.0,21.7639,57.342,766.0,9.87542,278.829,7455.0,4.17,1.78
0,26.299423,54.56844,0.568,-3.837,3.10315,3.535,1760.07,,50910.7,4184.0,10.2146,749.127,9050.3,3.96,
0,48.753158,60.238195,26.702,-8.408,,8.06,3010.0,10.4319,,,9.64805,282.1,7519.0,4.22,1.7
0,45.08847,39.068266,93.001,-71.02,5.6318074,3.4553092,1186.1481873,4.8217692,474.4919122,1190.3562406,9.76636,170.592,5669.9,4.16,1.38826
0,45.598372,43.183802,10.679,-11.741,2.06313,2.157,600.0,11.9118,1866.39,1831.0,9.1222,550.183,6716.5,3.24,4.77
0,56.143332,41.064351,2.194,-4.724,1.51233,2.59,640.0,11.1245,18303.0,3240.0,9.7479,831.907,9447.0,3.54,4.35
0,50.808098,46.682113,15.52,-16.13,1.7498117,1.641,2549.0,8.13315,886.867,1520.0,10.4511,295.452,6222.3,4.15,1.53
0,56.222542,45.507188,-0.869,-0.576,1.9734615,3.69,1295.0,16.6678,17275.6,3193.0,10.0888,710.919,7962.9,3.6,3.62
0,44.401798,40.016703,-35.041,-13.655,0.73772,1.057,980.0,4.68288,1958.84,1853.0,10.1342,226.234,6001.0,4.14,1.49
1,36.712738,37.550444,-0.976,-8.977,1.2198382,2.8341804,12160.1096043,18.2179311,9392.0471009,2510.7866744,7.87611,121.944,7398.5,4.25,1.60242
0,337.500827,-31.924356,28.377,-27.285,4.608,3.383,3213.22,7.99698,724.001,1445.0,11.2901,341.854,5935.0,4.29,1.28
0,34.555963,38.478824,7.486,-15.684,0.361112,0.756,710.0,6.69136,2677.39,2003.0,9.66027,252.419,6056.9,3.99,1.95
1,38.361569,41.013432,21.708,-0.874,5.33155,6.191,4220.0,14.6101,1071.42,1593.0,10.1035,336.608,5917.0,3.78,2.22
0,37.13241,40.891254,18.147,-24.997,6.15952,3.834,1230.0,3.90515,487.519,1309.0,10.4375,208.771,6175.9,4.44,1.09
1,38.308075,30.360453,-13.885,-10.911,4.7321735,2.589,8121.0,14.269,379.567,1229.0,10.1868,282.096,6739.0,4.21,1.56
0,34.195855,29.570473,6.464,-5.574,3.46608,4.403,1620.0,20.8363,23536.1,3450.0,9.08054,380.062,7249.8,3.69,3.02
1,54.48089,33.079897,-40.365,8.767,8.7094632,3.027,4510.0,20.9625,327.472,1185.0,9.62924,159.748,5597.0,4.03,1.59
0,56.814344,30.149498,3.816,-3.391,1.0357235,1.366,480.0,15.828,1358.51,1691.0,8.4107,329.591,4963.0,,7.83
0,50.80115,33.078133,109.242,-58.264,2.4727425,2.341,2929.0,23.6289,4630.82,2298.0,7.42812,100.635,6057.7,3.84,2.13
0,288.675423,60.670948,-2.93,-19.382,13.3118,4.492,750.0,2.67981,109.875,901.0,10.2572,165.808,6011.0,4.5,0.98
1,325.201645,84.333761,345.178,63.044,16.2016817,2.792,885.0,2.38101,28.0911,641.0,7.5825,28.2938,5071.0,4.58,0.78
1,277.478075,85.233321,-15.354,24.461,2.8641388,2.417,9597.0,15.5276,591.067,1373.0,10.0521,234.149,6082.0,4.13,1.53
0,356.318574,62.142699,15.96,0.67,5.2469991,3.45,1180.0,5.46087,604.151,1381.0,10.4641,304.76,6651.0,4.27,1.44
0,349.796329,75.017864,-5.462,-18.639,0.7438074,1.377,633.0,9.77911,1705.03,1790.0,10.2351,423.272,5182.0,,4.04
0,351.174718,77.627113,12.588,2.736,3.9401791,1.991,13317.0,25.3897,1090.26,1600.0,9.68708,260.494,7170.0,4.31,1.51
0,325.32505,68.807202,51.799,29.15,1.4013505,1.562,1532.0,3.7143,1975.13,1857.0,10.2505,133.496,5521.0,4.48,0.94
0,340.909648,69.091928,11.937,2.525,2.1679,1.39,560.0,5.32848,10508.5,2820.0,9.9272,451.796,10596.0,4.27,2.0
0,342.443925,68.251071,68.76,3.244,2.3866952,2.654,586.0,9.72386,2334.78,1936.0,10.0552,396.201,5017.0,,4.73
0,318.049804,68.05247,54.237,29.051,1.7126115,3.128,340.0,2.01928,4528.0,2285.0,9.39435,113.845,5932.2,4.48,1.0
0,5.420651,77.880071,17.7,10.0,0.7522775,1.073,1301.0,6.75509,13651.7,,9.5287,280.381,7325.2,,1.77
0,3.021798,66.650523,19.05,-8.532,5.8089284,5.137,1111.0,3.79308,1275.72,1664.0,10.2763,234.455,6406.0,4.34,1.27
0,359.741171,61.554089,37.502,-13.408,1.49446,2.114,890.0,4.21366,3024.1,2065.0,10.2918,269.476,6587.0,4.27,1.43
1,279.262473,40.018691,8.779,0.25,3.3326189,3.5620066,8310.5066162,15.6399082,1512.9973764,1590.6670806,12.0545,610.176,5768.2,4.0,1.6948299
1,274.701253,45.172219,32.58,47.14,5.0172146,3.7363301,14236.9594003,13.5478019,404.711186,1143.9473896,11.2311,290.404,5930.0,4.4,1.10013
1,291.162386,55.473027,6.141,-27.969,2.1436364,3.1539349,9203.7552743,18.0537588,3410.2601185,1949.0214829,11.1541,454.144,6148.0,4.01,1.77061
1,224.872859,46.9601,5.323,-7.851,4.5421594,4.294,9760.0,17.3816,821.405,1491.0,11.191,435.156,5939.3,4.0,1.73
1,79.768253,-71.895527,7.14,16.374,4.2311173,4.3531635,7261.2759361,14.6260711,1489.1126253,1584.3518526,10.8719,411.719,6671.0,4.14,1.6640199
1,352.016676,75.552607,-5.247,-34.379,12.0557353,1.959,807.0,2.39173,19.3677,584.0,8.9943,66.0929,5504.0,4.58,0.83
0,42.155188,62.18926,112.945,-104.348,8.2491871,4.9807847,117724.0282614,8.0476984,1.1552603,264.4172054,14.9885,41.5305,2990.0,5.13581,0.165066
0,266.767331,57.226662,135.163,441.578,12.1582804,2.1406837,3430.7762638,1.9160277,2.6741524,326.1491782,12.5441,48.049,3429.0,4.90092,0.3232
1,56.39061,37.11228,81.643,13.486,0.98933,1.0357615,1519.669587,1.8303854,122.2150262,848.0098579,11.0136,35.2736,3455.0,4.76798,0.465258
0,246.624072,66.144224,-48.099,141.604,34.9270483,2.7546907,110264.9392094,18.8285063,0.8171218,242.488665,13.4447,89.6716,3496.0,4.9,0.389199
0,44.292951,33.312657,23.799,-7.395,1.7729239,1.8255671,26694.3797428,14.9468862,317.7796355,1076.8402129,11.9056,152.983,4769.0,4.64845,0.687841
0,37.893241,34.368925,-3.814,2.129,4.076684,4.4132181,10459.727229,17.5223182,1443.0883389,1571.9653862,10.6479,374.442,6531.44,4.13711,1.64302
0,35.807322,56.570014,20.893,-34.883,0.901465,2.5562155,3156.5658264,3.4348127,325.5470241,1083.3609617,12.974,153.986,3896.0,4.64192,0.611023
0,320.054292,-51.309972,18.03,-14.704,7.31898,3.771,3809.3,8.79673,468.718,1296.0,11.407,360.131,5926.0,4.27,1.3
1,44.338874,76.551405,691.036,-399.685,1.9495403,0.8060618,2089.2444115,1.3929217,23.3722044,560.7827791,11.0548,18.2276,3414.0,4.97292,0.260187
0,39.006522,25.588461,4.7,-17.0,1.8497201,1.757,5750.0,11.2477,2139.72,,9.8203,163.49,6019.0,4.438,1.24
0,32.294112,40.401942,20.364,-14.744,2.1721416,2.7480823,17864.5520776,18.0850347,1872.5289135,1677.7485906,9.25319,146.653,6198.0,4.27912,1.30937
0,312.32708,70.796604,33.323,58.22,3.623909,2.6568012,26979.8210456,6.9347137,4.6168393,373.8573643,13.0367,82.1294,3514.0,4.81377,0.414101
0,207.874218,84.071615,-14.658,8.105,6.9744232,2.124,9189.0,37.9891,245.906,1103.0,10.249,306.502,5821.7,3.97,1.86
0,85.66321,35.185708,-2.544,-20.51,3.4557863,2.164,6423.0,16.0772,2978.62,2058.0,9.17041,267.683,8170.0,4.24,1.78
0,88.886226,-57.290745,2.812,-39.619,7.757643,2.8561356,7336.6908822,12.7936991,161.5793695,993.2304197,9.6686,210.311,6038.0,3.96,1.91151
0,76.851285,36.275085,3.558,-0.776,9.1505,2.986,1370.0,11.1497,272.763,1132.0,10.0106,463.156,7719.0,3.74,3.02
1,94.792955,73.827567,-16.643,-22.593,3.7649949,2.642,14735.0,17.8182,580.386,1367.0,9.88278,235.479,6724.0,4.29,1.42
0,188.3547,84.678957,-124.769,-43.92,0.6664948,1.38,260.0,3.217,2681.48,2004.0,8.68013,130.942,5329.0,3.8,1.99
0,66.370139,46.365902,-59.115,9.559,5.6309047,3.877,1683.0,7.00844,2320.13,1933.0,9.5668,78.7137,5304.0,4.6,0.79
0,65.876229,35.495109,-2.883,-12.716,0.6803433,2.0674164,565.5754223,8.1888041,71174.0244493,4165.8164478,10.2674,506.864,7325.5,3.71,2.97877
1,277.925194,82.305949,6.721,47.712,5.8775548,2.9027641,412.2881337,2.1822904,267.1706249,1031.1383185,9.56906,122.494,5977.0,4.47,1.00568
0,85.581285,49.513452,26.89,-70.465,1.3561596,2.504,482.0,4.12493,11881.9,2908.0,9.00007,187.823,6375.0,4.0,1.86
0,88.475966,30.446042,1.027,-4.059,2.0492064,3.417,1030.0,,,,10.1283,4488.38,,,
0,93.318904,63.685008,-4.99,0.594,2.6093167,1.175,1984.0,11.4272,526.719,,9.7053,294.292,7235.0,,1.78
0,89.934847,33.506969,-3.075,-6.438,2.37532,2.957,1940.0,13.5855,24634.5,3490.0,9.84095,402.261,7895.7,4.06,2.11
0,88.369051,37.339411,-45.908,83.682,1.76406,3.086,870.0,12.3762,40901.7,3961.0,6.4018,66.5241,6481.7,,2.03
0,89.420179,36.765805,-2.947,-1.976,1.69433,2.169,650.0,5.20733,3651.29,2165.0,10.3693,428.948,7185.0,4.04,2.0
0,81.807832,38.597453,-0.5,-17.0,3.32125,4.304,5760.0,25.5824,12389.8,,9.7229,225.941,7174.0,,1.76
0,348.607533,76.93432,4.034,10.082,2.363311,3.294,1121.0,2.74038,1379.02,1697.0,10.0233,130.543,5420.0,4.38,1.04
1,45.956474,83.587427,91.732,-34.432,2.6800536,1.758,456.0,2.3437,342.997,1198.0,9.52906,111.276,5550.0,4.37,1.07
1,259.017252,72.161181,-6.094,5.154,40.7501028,4.873,6026.0,10.1271,14.5514,544.0,9.4682,168.067,6453.0,5.20004,1.31
1,259.017252,72.161181,-6.094,5.154,10.9836724,2.636,315.0,2.35616,196.694,1043.0,9.4682,168.067,6453.0,5.20004,1.31
0,130.969393,86.228398,20.373,2.504,8.13664,2.084,840.0,11.75,29.5076,649.0,8.71289,221.791,4913.0,,3.96
0,91.872047,66.857699,-19.652,-36.157,3.8954139,2.832,911.0,5.15915,566.299,1359.0,10.045,281.902,6064.0,3.94,1.89
0,64.648489,52.865034,19.482,20.031,1.08625,2.534,1110.0,4.65122,4081.88,2226.0,10.2851,222.358,5562.6,,1.4
0,61.721603,58.465452,15.3,-14.916,7.45494,3.465,2280.0,15.1922,479.468,1303.0,9.46925,201.645,5029.7,,2.45
1,65.469581,57.817209,-2.516,4.003,3.1915257,2.756,8587.0,16.4091,1161.72,1626.0,9.441,213.053,6673.0,4.13,1.69
0,73.034809,30.280386,-6.1,-3.7,13.7058173,2.597,5788.0,20.2141,350.05,,10.3614,391.546,8001.0,,2.05
0,70.54858,54.292058,2.972,-2.506,0.6565741,1.908,423.0,5.01154,4719.59,2309.0,9.9021,299.399,5235.5,,2.68
1,292.313979,65.973802,56.574,-131.332,4.8026561,1.1658648,4358.1157678,1.4202459,4.4510969,370.455897,13.3081,37.2209,3231.0,5.04064,0.213459
1,78.295591,33.317953,10.622,-49.779,2.7347651,3.205,9209.0,17.805,1775.39,1808.0,8.14847,136.681,6767.9,4.1,1.77
1,65.97965,27.82237,-16.02,-40.952,3.057524,1.3790503,1117.9638175,2.4878486,122.3379291,848.2229732,9.794,51.1884,4402.0,4.59,0.695095
1,68.593953,43.03704,37.818,-86.912,0.6691449,0.9921631,1254.3711932,1.9200407,204.6910522,964.704855,11.1117,37.6153,3457.0,4.7705,0.462408
0,75.797813,41.785784,13.3,-11.25,6.7171913,7.5037208,9138.715071,22.875658,1148.7011293,1484.8121463,10.8001,472.704,5843.0,3.7177,2.3529
0,257.78508,56.658901,-14.298,-60.333,9.1238101,5.1188391,283.324087,2.0471844,148.7455904,890.69861,6.3196,26.9148,5470.16,4.30008,1.1485
1,16.778688,-75.198945,20.225,-15.607,2.2554459,1.6678604,5283.7103901,11.0535293,1472.0095217,1579.7828847,11.788,407.84,5817.0,4.23,1.29661
1,284.415675,53.509024,240.759,-52.514,1.4079369,0.3063531,484643.7441389,,1652.8943345,1626.2264571,16.338,24.7359,5780.0,4.438,
1,272.404118,86.860343,-25.645,161.959,16.7368995,4.561,989.0,2.88015,80.3869,834.0,9.52636,111.445,5759.0,4.44767,1.0
1,90.308345,34.77309,-22.762,-17.765,1.766692,1.4196682,830.5082973,1.5574734,57.0208084,700.8548645,10.6714,30.7947,3474.0,4.77152,0.46126
1,97.74871,66.360596,46.512,-20.362,3.7701296,2.8512056,4361.1801082,5.4800266,195.2881696,953.4195932,10.7424,124.68,5058.0,4.53907,0.81833
1,21.921735,72.296615,71.707,40.475,3.1342946,1.2158796,1183.6060713,1.7992966,34.5537033,618.3628631,11.0294,45.1309,3575.0,4.72334,0.516105
1,65.280648,48.819831,12.93,-19.178,2.5005291,0.8809865,12579.3504758,3.1713853,13.8080731,491.6465759,13.9664,64.9172,3181.0,4.94798,0.280475
0,126.088625,42.104735,26.602,-59.738,1.12355,1.611,1020.0,3.49799,2963.42,2055.0,10.8219,189.762,5524.0,4.41,1.01
0,111.559352,32.383825,-42.674,-74.653,0.40312,0.853,1000.0,2.95177,1215.98,1645.0,10.9894,103.107,4252.9,4.37,0.89
0,114.932863,28.120146,3.12,-4.992,3.929983,2.153,2270.0,6.51515,398.651,1244.0,10.8508,343.469,6621.9,4.33,1.34
0,132.635012,82.92712,-4.83,-17.892,13.2054538,4.875,644.0,3.74642,193.559,1039.0,10.3042,335.518,6653.0,4.14,1.67
0,101.382168,31.465533,18.699,-28.382,2.02365,2.585,1710.0,5.96472,2411.54,1952.0,10.3135,291.007,6582.0,4.24,1.48
0,124.269428,-63.213403,-13.511,19.48,1.8135767,1.0753316,4166.2802035,7.660458,2590.3914807,1819.5378757,11.6626,256.345,5237.0,4.2427,1.1072299
1,94.283837,76.21102,59.837,55.61,24.2833782,5.132,2844.0,5.21152,30.5138,654.0,8.9134,81.2271,5675.0,4.46,0.98
0,124.446664,51.01037,-39.008,-48.908,10.2558,5.088,5740.0,7.44683,126.859,934.0,9.92871,112.978,5326.0,4.43,0.97
0,127.945702,44.832314,-1.527,-6.598,3.566276,4.197,3870.0,20.2251,1949.16,1851.0,9.9841,574.264,6831.4,3.61,3.17
1,113.184238,33.835021,0.096,-2.647,3.4744763,4.258,12920.0,19.6131,1701.38,1789.0,10.7131,396.11,6642.3,4.14,1.67
0,79.073505,79.737727,-6.382,13.103,2.8269356,1.1692366,950.9544382,4.8112209,2458.6277073,1795.9446278,9.01249,182.907,7072.0,4.28,1.50581
1,105.083329,56.824194,50.84,-55.918,8.082354,3.284,559.0,2.72432,140.474,959.0,8.82897,104.158,5878.6,4.28,1.24
1,316.631879,-26.692865,-4.711,-54.25,9.47686,4.392,2980.0,9.80856,161.969,993.0,10.7379,342.831,5801.8,4.32,1.79
1,117.026769,50.225147,-29.731,-154.272,2.6158597,2.517,13363.0,13.1204,428.036,1267.0,10.4467,154.273,5267.0,4.32,1.08
1,110.388028,58.268109,-16.989,5.31,4.1250429,4.454,8804.0,15.3479,1112.27,1608.0,10.1653,272.655,6304.0,4.11,1.62
1,116.797198,68.476685,5.04,12.326,13.7270395,4.007,901.0,2.95921,68.9542,802.0,9.09942,100.727,5777.0,4.38035,1.09
0,127.032597,56.427529,-88.814,-7.645,0.6850808,1.0565887,2675.7176662,1.9806358,170.8295335,922.0627729,12.507,58.3171,3541.0,4.8452,0.380019
1,97.636645,29.672266,-1.58,-6.958,1.0914304,3.05123,15377.7920504,22.6154555,8220.5839513,2428.5408709,11.0967,427.246,6154.0,4.02046,1.74942
1,117.47937,27.363134,-10.027,-11.314,7.107934,3.440833,501.6058242,2.2881711,145.5706555,885.9071544,6.2683,22.4035,5694.11,4.53108,0.902932
1,117.47937,27.363134,-10.027,-11.314,20.5438153,4.0537919,799.3817133,2.5734283,35.3582059,621.931143,6.2683,22.4035,5694.11,4.53108,0.902932
1,120.611679,64.797153,104.078,52.92,3.4913952,1.763,5400.0,4.9395,44.3221,718.0,10.7921,60.798,3907.0,4.62346,0.63
0,278.399911,58.205529,11.763,135.724,0.5732087,0.4582376,432048.7343961,,,,18.3324,151.383,5780.0,4.438,
1,110.168516,37.140595,-9.63,-13.043,3.9228042,3.205,13970.0,15.8493,583.697,1369.0,11.7946,455.203,6193.0,4.2858,1.3
0,118.881765,54.596601,-20.703,-8.957,5.80322,1.569,1710.0,6.3744,61.8583,781.0,10.379,251.27,5846.0,4.11,1.5
1,43.434461,69.101345,-46.293,-14.413,7.0731057,3.819,439.0,2.69175,242.723,1099.0,8.3302,88.9482,5656.0,4.1408,1.41
1,240.172481,83.258659,-132.915,107.827,8.3033493,1.705,571.0,1.95844,36.5628,685.0,9.812,70.9819,4814.0,4.54519,0.78
1,55.459031,-62.767267,-102.571,-43.917,17.6671687,2.525,854.0,1.87042,7.60884,462.0,8.7513,39.0341,4813.0,4.38,0.69
1,55.459031,-62.767267,-102.571,-43.917,29.7975205,2.782,671.0,1.60982,3.2713,374.0,8.7513,39.0341,4813.0,4.38,0.69
1,55.459031,-62.767267,-102.571,-43.917,12.1623316,2.614,317.0,1.15643,27.5458,638.0,8.7513,39.0341,4813.0,4.38,0.69
1,55.459031,-62.767267,-102.571,-43.917,3.9766833,1.859,142.0,0.757588,89.0886,855.0,8.7513,39.0341,4813.0,4.38,0.69
1,55.459031,-62.767267,-102.571,-43.917,7.9076222,2.611,217.0,0.969819,44.8107,720.0,8.7513,39.0341,4813.0,4.38,0.69
1,257.328868,71.876672,24.2,63.269,21.2690422,5.893,350.0,1.87711,58.618,770.0,8.2865,72.8871,5707.0,4.31886,1.16
1,257.747332,71.872204,66.979,188.773,4.2660553,0.69,1700.0,3.30511,10.8837,506.0,12.4251,41.2758,3281.0,4.90415,0.32
1,294.291071,60.881302,-1.548,-18.707,22.3417286,2.582,472.0,2.54102,21.2584,598.0,9.01932,114.39,6179.0,4.3969,1.14
1,282.737228,64.419466,-54.402,61.827,4.4891367,1.8833377,1271.1867023,1.9980298,36.1538988,625.4009463,12.2574,99.5561,3959.0,4.68416,0.561356
1,282.737228,64.419466,-54.402,61.827,9.0447039,1.7653148,1611.0010188,2.2493746,14.2073509,495.1628187,12.2574,99.5561,3959.0,4.68416,0.561356
1,282.737228,64.419466,-54.402,61.827,2.3889051,1.032409,569.8511771,1.3399401,83.8378977,771.7556976,12.2574,99.5561,3959.0,4.68416,0.561356
1,124.53286,-68.314466,94.768,-340.47,3.6906759,1.107,1657.0,1.36751,8.77401,479.0,9.41242,10.6194,3469.0,4.9401,0.31
1,124.53286,-68.314466,94.768,-340.47,7.4507305,0.475,1542.0,3.04528,1.96064,329.0,9.41242,10.6194,3469.0,4.9401,0.31
1,124.53286,-68.314466,94.768,-340.47,2.2531062,0.9939837,682.3972723,0.826635,24.4782213,567.3025213,9.41242,10.6194,3469.0,4.9401,0.31416
1,243.488853,63.53353,8.353,-172.81,37.4685042,7.685,429.0,2.56325,192.521,1037.0,8.80616,113.335,6114.0,4.293,1.27
1,252.469835,61.173577,-1.585,12.548,5.3846239,3.2617296,630.6901313,2.6170633,237.9959598,1001.7564461,11.2078,226.671,5700.0,4.48088,0.959022
1,354.741581,75.685232,-82.642,25.158,20.7051499,3.348,1822.0,3.39245,13.1989,531.0,10.0907,96.6215,5169.0,4.57,0.81
1,326.851662,62.753816,-173.47,-10.46,18.8500438,3.407,2610.0,3.09094,5.95531,435.0,9.92838,40.0654,3960.0,4.62853,0.63
0,115.003473,-72.205678,15.438,478.653,16.155373,1.556705,71225.723174,10.424281,1.8460086,297.2885497,13.4004,65.9528,3270.0,4.98242,0.271
0,290.173976,73.195993,6.983,-81.876,11.062666,2.0842156,4957.8780942,2.6437021,1.7628857,293.8838939,12.4989,30.5373,3212.0,4.98029,0.254522
1,148.643119,40.387945,-28.328,-24.411,2.7033942,2.927,10340.0,16.72,1704.57,1790.0,9.43351,210.252,6518.0,4.15,1.61
1,140.102965,33.882329,-2.155,-20.319,4.3532339,3.869,10270.0,16.2509,617.309,1388.0,9.98111,227.537,5914.0,4.07,1.59
1,152.102783,55.53996,-21.636,-26.851,7.3377236,4.243,795.0,3.2807,998.435,1566.0,9.91008,157.597,5994.0,4.4,1.1
1,20.438428,-46.714723,-111.206,-79.827,2.8531016,1.142,1395.0,2.02068,23.0419,610.0,9.49275,22.4751,3703.0,4.76229,0.52
0,141.367951,50.908874,-28.379,8.392,1.0924536,1.2245785,874.580104,6.5935026,5898.9818226,2235.1877779,9.22437,163.438,6273.0,4.2,1.4487799
1,155.681459,50.128711,-26.182,83.727,3.2122302,2.653,14429.0,13.0356,325.569,1183.0,9.007,81.7647,5357.7,4.37,1.04
1,156.837704,34.39095,-39.423,-19.086,8.0542207,3.0287161,706.8165307,2.8337706,140.2332705,877.6725493,9.3523,97.7562,5583.1,4.44,0.995254
1,133.146837,28.329815,-485.872,-233.651,0.7365463,1.5732208,384.6733121,2.0231121,2657.8322415,1831.2668801,5.2058,12.5855,5250.0,4.42,0.963515
1,148.161931,35.111008,264.673,-150.27,16.7100422,5.4004652,615.2873631,2.7396616,73.7609475,747.4400609,7.6474,53.974,5853.7,4.38636,1.09271
1,150.115101,39.457751,-5.839,-15.296,10.2405483,3.538,9950.0,8.69623,55.4426,760.0,10.9184,149.234,5251.0,4.54337,0.84
1,164.777291,40.983718,214.702,25.647,2.8009915,1.4985399,204.8553325,1.4033915,560.3349224,1240.8853925,7.6586,44.647,5723.87,4.49543,0.945408
1,151.807032,46.114881,-0.714,-22.108,14.6503935,2.08,330.0,1.81908,18.7938,580.0,8.737001,79.7665,5859.45,4.4776,0.98
1,136.777644,46.672425,-68.542,-40.838,6.5273884,3.1190657,415.430891,2.8972637,413.1007903,1149.830319,8.4594,99.451,6023.0,4.23995,1.32944
1,147.768528,35.968556,-100.975,-171.822,1.8817191,1.236,99270.0,10.9698,22.5072,606.0,12.4368,33.928,3138.0,4.91873,0.31
1,7.302011,-30.454116,149.953,-87.253,6.5578513,2.08,1596.0,2.54474,24.9125,622.0,10.42,62.699,4111.0,4.55528,0.66
1,7.302011,-30.454116,149.953,-87.253,20.708504,2.236524,1657.067907,3.751004,19.4977725,535.9397866,10.42,62.699,4111.0,4.55528,0.701202
1,7.302011,-30.454116,149.953,-87.253,9.9616347,2.4648052,1084.4327062,2.2807327,21.8201851,551.2319188,10.42,62.699,4111.0,4.55528,0.660806
1,7.302011,-30.454116,149.953,-87.253,3.2384253,1.9941055,532.7580623,1.5148369,97.6159379,801.6779386,10.42,62.699,4111.0,4.55528,0.660806
1,7.302011,-30.454116,149.953,-87.253,15.2321843,2.5318138,1228.5332287,2.6196767,0.6070922,225.1300261,10.42,62.699,4111.0,4.55528,0.660806
1,165.167198,64.963845,-22.389,-32.425,1.7063264,1.359,10980.0,10.1999,235.772,1091.0,12.212,262.706,4974.0,4.44059,0.9
1,150.572626,53.950824,-9.381,-15.255,2.9720774,4.41,6440.0,15.6498,1939.51,1848.0,12.5119,935.456,6101.12,3.92024,1.95
