tfopwg_disp,ra,dec,st_pmra,st_pmdec,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad
1,182.166267,-8.747217,-28.318,-8.731,9.1720535,7.169,580.0,9.02881,293.374,1152.0,11.0295,609.818,4933.0,4.438,3.79
1,49.562173,-41.302023,-16.0,24.512,5.9242661,2.8894449,11796.3303624,9.3440442,120.7076171,845.3828218,11.7276,212.472,5310.0,4.59604,0.846671
0,66.302329,-66.717121,-11.957,7.658,7.3164282,2.235,37130.0,17.3698,49.3074,738.0,13.3994,396.637,4884.0,4.5,0.83
1,26.209253,-18.401384,-87.067,-110.708,10.7510107,2.943424,638.0928566,2.3581827,90.8412638,787.3911722,9.45661,101.694,5784.0,4.438,0.918917
1,26.209253,-18.401384,-87.067,-110.708,6.19132,3.4164,345.240264,1.759371,219.1278279,981.282679,9.45661,101.694,5784.0,4.438,0.929557
0,156.922386,0.501027,-9.999,-24.748,3.9602774,0.884,6193.0,24.4489,149.866,974.0,10.1483,156.291,5863.0,4.43,1.04
0,133.993484,-14.35529,-1.585,-2.482,7.7517472,3.761,861.0,11.6856,123.828,929.0,9.6732,454.873,5133.0,,4.75
1,134.722645,-13.312579,18.681,-11.117,6.203496,5.715,810.0,9.93735,375.554,1226.0,9.9917,393.443,4859.0,,3.98
1,39.897669,-50.008193,-1.868,-39.856,5.7525797,5.4071598,5284.9525713,12.7442838,828.8267593,1368.4712903,8.93,158.66,6180.0,4.11766,1.70927
0,132.269994,-36.578257,-6.684,-10.243,3.1630387,4.661,1130.0,6.82612,17348.8,3197.0,10.3364,233.793,6187.0,4.26,1.34
0,64.262587,-29.524909,3.127,-2.498,1.476869,1.451,2670.0,13.2219,7685.32,2608.0,11.7919,523.999,6712.0,4.28,1.37
0,75.439417,-49.284463,93.2,51.274,0.6293198,1.129,3730.0,4.46635,2516.29,1973.0,12.653,344.16,5508.0,4.63,0.79
1,75.846283,-54.177721,26.472,-120.75,3.6977167,0.9308263,4755.6707294,2.942044,19.1944226,533.8429511,12.2958,57.0225,3607.0,4.438,0.397924
1,68.41608,-51.957394,82.944,-269.755,5.6605693,1.6631704,3856.1060852,2.4070872,9.9407408,452.8709226,10.4981,22.4793,3551.0,4.83982,0.374358
1,68.41608,-51.957394,82.944,-269.755,11.3795653,2.2350305,3147.0461739,2.2539464,3.9180021,358.827663,10.4981,22.4793,3551.0,4.83982,0.374358
1,68.41608,-51.957394,82.944,-269.755,3.3601377,1.413245,972.9589363,1.1843718,19.9261226,538.8593825,10.4981,22.4793,3551.0,4.83982,0.374358
1,68.974396,2.431273,7.784,-3.863,4.007232,4.78,10360.0,18.1614,1275.2,1664.0,12.1569,651.897,6202.0,4.03,1.75
0,72.669098,5.387256,5.218,-7.067,2.3540172,2.36,6660.0,14.4919,954.677,1548.0,12.5398,825.004,6114.0,4.02,1.74
0,63.150132,-12.317659,-15.112,-14.999,1.2434016,0.939,4070.0,5.66309,412.506,1255.0,12.483,246.568,4967.0,4.6,0.75
1,61.401248,-14.926746,11.318,4.976,2.4993895,2.99,10610.0,12.9239,945.55,1544.0,12.7979,597.873,5737.0,4.28,1.21
0,75.410841,1.840649,1.574,-11.541,1.3164901,1.389,3580.0,11.2218,1368.05,1694.0,12.8212,1017.77,6341.0,4.04,1.78
1,71.554945,-0.804872,15.342,-11.89,3.3759446,3.538,1270.0,6.03548,874.29,1514.0,12.0676,588.368,5701.0,3.99,1.69
1,31.909164,-20.661843,-9.079,8.19,3.3098458,2.2676536,19158.8321817,12.4316228,241.6655587,1005.5957745,11.7617,201.338,4953.0,4.55653,0.858619
0,51.504472,-64.548108,-21.479,109.97,0.7418594,1.5026958,2983.6257317,6.0238347,740.8643338,1330.6211479,11.481,106.16,4304.6,4.57,0.66174
0,82.46986,-9.158548,0.444,-4.807,0.7029205,1.325,2480.0,7.51559,5873.32,2438.0,12.0195,675.112,6699.0,4.18,1.6
0,88.841655,15.37845,3.529,-14.546,3.4771921,2.002,3250.0,11.1486,422.8,1263.0,10.9521,493.21,6539.0,3.99,1.94
0,130.505379,-75.801869,38.707,-81.363,0.5417947,1.1716379,537.9244902,2.8738733,2690.4153124,1836.8537579,10.4929,113.378,5181.0,4.54631,0.807298
0,100.873785,-1.871278,0.707,-1.906,1.1472535,1.789,4090.0,17.228,16302.6,3147.0,13.3574,2363.78,9742.0,4.01,2.59
0,100.564751,-4.949889,,,0.787177,1.515,1350.0,,1632.52,1770.0,11.4746,,4899.5,,
0,101.346587,-41.249216,8.682,-7.711,0.9422588,1.46,1060.0,3.75015,1840.19,1824.0,12.2082,361.811,5544.7,4.37,1.07
0,107.356081,-44.683482,-6.239,-0.636,1.5971584,3.429,5070.0,17.7465,15134.3,3090.0,13.205,1269.03,6033.0,3.86,2.06
0,81.353084,-55.019925,13.499,-5.494,4.8000953,1.9968681,5241.0677476,17.0718101,1043.344051,1449.5280892,10.6559,352.383,6366.0,4.16217,1.58083
0,105.752117,-43.493068,0.082,3.152,0.4405893,1.075,1850.0,6.74949,4788.57,2317.0,12.8004,684.386,5643.0,4.1,1.48
1,99.364134,-15.481203,-82.719,85.136,1.5080197,1.032,1790.0,3.01287,89.0458,855.0,11.3676,78.4525,4008.0,4.6,0.66
1,19.076698,-20.953277,-115.432,-249.177,3.9934418,1.9693065,5801.8957159,4.2556645,28.2359721,587.9229796,11.7315,64.6692,3748.0,4.7573,0.523113
0,94.017995,15.270666,0.159,-4.647,3.8454384,4.736,4590.0,13.6848,2030.9,1870.0,12.4432,985.074,6733.4,3.98,2.02
0,102.412686,-0.495979,-3.087,5.005,3.7804749,3.615,22150.0,17.9247,835.088,1497.0,12.9127,334.97,5112.0,4.56,0.81
0,99.678448,2.43106,0.085,1.093,2.9038027,3.511,5860.0,13.4427,5592.86,2409.0,12.4889,736.602,6570.0,4.21,1.51
0,82.878464,15.771332,-3.812,-6.652,0.2573207,0.629,1330.0,4.81101,5062.7,2349.0,12.428,392.4,5784.0,4.38,1.09
0,95.47532,-4.321544,-7.737,-3.86,3.0071496,4.461,3310.0,8.05598,1939.81,1848.0,13.0632,766.071,5906.0,4.14,1.45
1,84.152719,0.896279,2.64,2.629,4.808498,1.405,11010.0,15.0839,67.1926,797.0,11.916,350.343,5449.5,4.13,1.38
1,93.11474,-23.492496,0.79,11.877,1.962292,2.935,20910.0,17.4523,2085.59,1882.0,12.0753,494.818,6384.0,4.41,1.16
0,142.107198,-38.947381,-11.267,7.382,12.4498835,5.45,1827.0,20.0559,5588.85,2408.0,10.1015,571.204,8469.0,3.96,2.51
0,143.466543,-42.714874,-13.459,7.858,5.5553784,2.256,1050.0,13.2411,564.535,1357.0,10.7217,940.002,8058.0,3.57,3.79
0,156.685218,-38.042191,-20.457,14.052,3.0750728,2.219,510.0,3.62818,948.001,1545.0,9.6913,241.582,6888.0,4.25,1.52
0,118.347733,-36.800418,18.914,1.001,3.059168,4.992,7610.0,13.504,6509.45,2502.0,13.2864,494.985,5657.0,4.37,1.08
1,119.059818,-35.11671,-6.104,-9.017,4.0397189,3.655,15110.0,14.2282,876.846,1515.0,11.3944,312.674,5758.5,4.27,1.14
1,65.238307,-68.102688,22.028,-10.401,56.0045056,10.4337079,767.9192527,4.6074444,29.9535327,596.6666471,8.9387,139.611,6321.0,4.22436,1.41189
0,65.238307,-68.102688,22.028,-10.401,31.32312,1.541,385.0,2.00987,15.1394,549.0,8.9387,139.611,6321.0,4.22436,1.41
1,65.238307,-68.102688,22.028,-10.401,84.2607645,10.925059,440.1660616,3.4359102,17.3744666,520.7120401,8.9387,139.611,6321.0,4.22436,1.41189
1,65.238307,-68.102688,22.028,-10.401,22.8909855,2.465657,253.4100012,2.5594629,98.7475477,803.9912632,8.9387,139.611,6321.0,4.22436,1.41189
0,115.628942,-53.037166,-0.706,6.575,4.6141256,1.566,4920.0,10.7957,167.033,1001.0,12.9858,844.26,6888.0,4.37,1.33
0,113.981399,-30.748672,-10.464,7.461,1.1468708,1.3965477,2762.6275979,11.7343018,12604.1379184,2702.390069,11.6079,721.776,6755.0,4.0,1.99145
0,108.496989,-34.939529,9.386,-25.467,2.9646096,2.232,27860.0,15.291,241.662,1098.0,13.1057,404.202,5306.0,4.51,0.88
0,106.616499,-18.80809,8.905,-11.834,5.4521068,4.702,8170.0,15.3694,1153.14,1623.0,12.9,821.496,5878.0,4.03,1.64
0,123.753462,-36.248077,-7.352,-4.06,0.879268,1.529,4550.0,11.9007,3494.7,2142.0,12.9604,888.752,6259.0,4.06,1.7
0,84.254356,-66.790853,-16.639,133.172,1.3090665,2.844,209.0,0.97952,2194.21,1906.0,9.2927,52.1472,4779.8,4.57,0.78
1,108.044207,-10.63934,3.139,4.123,3.5514016,2.207,8480.0,11.8731,342.119,1198.0,12.0327,460.995,6019.0,4.29,1.26
1,110.203228,13.01869,-3.042,-5.045,3.5524144,2.784,2060.0,8.52936,1015.53,1572.0,11.5829,705.803,6843.0,,1.82
0,106.179342,-0.02951,0.302,-1.314,3.145502,2.411,6190.0,20.1993,707.742,1436.0,13.2863,1558.37,6397.0,3.83,2.29
0,119.999359,-42.928955,-1.1,-1.9,3.0244222,5.3680787,267015.5224574,,596.3475879,1260.3600138,11.422,573.391,6758.0,4.19,
0,123.43693,-18.877652,-5.041,-4.908,3.4906402,1.586,4580.0,8.78597,202.549,1050.0,12.7325,626.536,6066.0,4.34,1.18
0,101.010233,-26.030612,10.586,10.388,0.599092,1.232,1290.0,11.5931,2400.89,1950.0,12.6989,1238.08,5220.0,,3.19
1,90.984276,-60.666335,76.064,-3.482,4.5117221,1.785,313.0,1.40246,86.7681,850.0,9.1059,59.2293,5245.0,4.57666,0.79
1,90.984276,-60.666335,76.064,-3.482,39.361947,4.535,552.0,1.84555,22.4437,606.0,9.1059,59.2293,5245.0,4.57666,0.79
0,110.446018,-22.597941,-8.575,7.511,1.1894812,3.047,4130.0,9.44872,9015.13,2714.0,12.7797,890.314,6550.0,4.21,1.5
0,123.825652,-29.23165,-4.579,-5.108,0.4057204,1.201,2620.0,6.83767,11661.9,2895.0,13.0777,879.564,6541.0,4.33,1.32
0,119.619171,-35.664564,-2.551,1.992,5.2201338,2.584,6040.0,14.7463,2982.23,2058.0,12.8919,1142.16,11632.0,4.35,1.95
0,113.755213,-43.876527,-4.295,6.098,3.3004862,2.959105,2403.5706041,8.5365984,1351.1962911,1546.3199559,11.3002,398.13,6408.0,4.26,1.30784
0,107.358337,-1.732243,-6.437,-19.429,2.0849517,3.099,2380.0,4.65169,2731.54,2014.0,12.6063,474.693,6163.0,4.56,0.94
0,124.319317,-30.632887,14.597,-12.005,2.3252878,2.277571,29370.954615,12.8754,846.6821648,1375.7827266,13.3181,602.935,5744.0,,1.1
0,359.516588,-49.300838,14.378,-2.645,21.05271,4.91,21440.0,36.6999,80.9224,835.0,12.9528,933.836,5736.0,3.97,1.73
0,136.335932,-62.966781,-12.172,22.836,2.9918201,2.231,3410.0,5.2899,317.354,1175.0,12.7858,363.632,5301.0,4.5,0.89
0,352.16451,-10.85962,26.857,-7.918,12.08837,3.106,5990.0,18.1866,200.957,1048.0,12.3035,551.16,5920.0,4.22,1.34
0,132.871698,-47.739206,0.088,1.337,1.6363822,5.2796046,2383.8690387,10.6745489,4767.1868729,2119.2651364,12.5246,762.471,6361.0,4.09,1.6787
0,147.853628,-25.593913,-2.838,2.228,1.3328042,2.75,1960.0,7.33432,5718.54,2422.0,12.5961,923.797,6561.0,4.12,1.67
1,339.02584,-17.000305,-108.621,-84.412,7.327945,2.896,13710.0,9.49027,39.3409,697.0,11.3875,127.589,4521.0,4.5,0.79
0,151.064827,-63.377022,-15.039,-3.992,2.0391741,0.849,5740.0,,131.518,943.0,12.5964,440.02,5371.5,,
1,359.091858,-13.271638,17.966,-10.457,3.3969441,2.4148687,10192.131158,14.4039682,840.3890897,1373.2191493,12.141,488.387,5864.0,4.26,1.27071
0,153.250338,-58.763396,-27.328,15.688,1.9905105,2.62,2270.0,5.94241,8376.54,2665.0,10.6758,206.3,6211.0,4.46,1.07
0,150.368272,-59.851711,-7.369,3.932,1.3550447,1.945,3710.0,,67280.3,4486.0,12.3935,1001.96,14466.0,,
0,145.150907,-55.815548,-4.066,5.484,4.4433921,3.414,6480.0,12.1784,4015.1,2217.0,12.5449,654.773,7664.0,4.51,1.23
0,156.596157,-44.177389,-1.629,2.988,3.2517862,4.373,18310.0,13.6873,2483.34,1966.0,13.0742,512.984,5824.0,4.53,0.92
1,143.926518,-60.357476,,,2.3505698,2.768,11210.0,12.9823,703.632,1434.0,11.9383,,5356.0,,1.22
1,163.487394,-25.524599,-7.232,17.862,3.6015056,3.024,13630.0,12.3972,556.616,1353.0,12.7533,527.789,6055.0,4.46,1.03
0,129.802678,-44.370051,-4.506,5.554,1.6709011,2.2820392,1210.5574745,5.3730452,3484.153938,1959.4946555,10.8521,327.463,7051.0,4.42,1.2684
0,146.921503,-46.86526,-6.538,8.742,5.1627718,3.139,19050.0,15.0573,437.179,1273.0,12.9093,645.965,6749.0,4.53,1.08
0,35.737437,-53.070195,13.052,7.754,2.75753,1.376,1071.45,6.99891,197.323,1044.0,10.8387,397.391,5776.5,2.99,1.94
0,143.945436,-52.371382,,,2.090218,3.329,8180.0,19.2766,3795.71,2186.0,13.0698,1142.68,6328.0,,2.08
0,134.002198,-50.328351,-4.598,-0.368,3.2891219,2.948,8100.0,15.1457,2357.82,1941.0,12.4564,668.659,6947.0,4.19,1.64
0,139.190353,-59.528015,-9.527,5.574,2.0958074,2.992,2350.0,7.63843,4081.38,2226.0,12.3487,768.845,6793.0,4.2,1.6
0,135.035068,-56.069246,3.789,-12.998,3.9678136,4.238,760.0,2.81756,1275.1,1664.0,11.2123,263.513,6138.0,4.48,1.03
0,131.14418,-59.19729,-8.075,11.78,6.5832019,3.135,5280.0,7.13313,168.677,1003.0,12.7818,461.758,5809.0,4.48,0.97
1,165.315823,-72.356704,-66.727,25.626,3.9014904,4.83,9050.0,16.2567,865.697,1511.0,11.4848,389.916,5512.0,3.97,1.69
1,341.364034,-14.991775,3.481,-2.787,3.5608112,3.389,4890.0,10.4972,621.482,1390.0,12.0213,486.474,5659.0,4.1,1.47
0,183.561597,-56.773252,-17.389,1.051,0.3859142,1.189,5590.0,7.76491,13435.8,2999.0,13.4748,786.783,6721.0,4.55,1.05
0,20.494025,-44.416747,-4.318,-1.929,2.24172,3.989,23700.0,28.4732,2815.2,2029.0,12.5145,964.641,6292.0,3.98,1.88
0,137.549077,-63.406609,-4.986,6.223,13.2681095,3.554,2140.0,11.9718,91.8511,862.0,11.5088,737.306,6364.0,3.75,2.48
0,140.219914,-69.791681,14.567,-0.971,1.3168344,0.733,3640.0,,184.682,1027.0,12.4092,459.056,5211.7,,
0,155.307542,-58.537011,,,1.3934565,2.809,2530.0,,544.526,1345.0,11.2012,,3301.0,,
1,359.191512,-22.153232,-5.295,-6.964,4.6027498,4.2702334,7456.7037756,11.7236575,639.4922705,1282.5626085,11.7607,436.098,5909.0,4.21,1.3408999
0,154.513775,-56.787877,-7.63,3.457,0.5465391,1.6114979,3122.1584293,9.5365498,18187.3314373,2961.8427338,13.5552,1298.66,6091.0,4.05,1.66057
1,173.279052,-56.503387,-3.356,5.027,1.2669382,1.93,2580.0,7.13535,2579.61,1985.0,11.8706,485.219,6296.0,4.26,1.36
1,195.908072,-19.218984,-123.898,-28.308,1.9268037,1.4,2260.0,3.42735,131.648,943.0,11.7662,113.048,4249.0,4.59,0.68
0,153.301542,-62.875354,-6.498,3.628,4.5300175,5.331,35800.0,,4849.38,2324.0,12.1229,1938.67,9046.0,,
0,164.06056,-52.482296,,,2.8831285,3.53,26290.0,28.6734,523.57,1332.0,12.483,,,,1.77
0,195.986628,-32.436442,-8.877,-5.01,0.7428708,1.112,4970.0,7.86186,1797.04,1813.0,13.0326,572.747,5635.9,4.35,1.11
0,226.954057,-28.156608,-13.363,-0.539,6.1836286,2.573,9990.0,13.3233,195.93,1042.0,12.123,520.156,6504.0,4.34,1.29
0,350.779775,-19.41965,-1.191,5.003,3.2615,2.233,1652.28,5.07097,403.299,1248.0,11.3018,304.942,5963.0,3.41,1.13
0,190.946764,-76.696666,-48.746,-13.432,3.5506084,2.706,16040.0,14.4767,230.045,1084.0,12.2077,280.355,5083.0,4.26,1.13
0,12.076269,-32.119461,-7.27,-26.111,3.55562,1.838,2610.0,11.1675,691.805,1428.0,12.4245,551.619,5671.0,4.19,1.34
0,165.732079,-60.196871,,,1.1216021,1.6434889,3599.1066292,,2238.2277057,1754.2674951,11.2789,,3294.0,,
0,202.818012,-48.69895,-20.225,-2.423,1.7765395,1.258,14020.0,16.6,926.709,1537.0,12.5348,629.894,6394.0,4.33,1.28
0,174.287225,-67.519336,-3.116,-0.589,1.1960086,2.35,11770.0,15.4837,7334.0,2578.0,13.2785,1156.97,7108.0,4.26,1.55
0,151.49954,-66.897501,-29.996,15.555,3.5366743,2.697,13180.0,13.338,446.023,1280.0,12.298,455.304,5971.0,4.37,1.14
0,145.2336,-63.487213,-9.782,9.692,1.84996,2.954,9350.0,13.3315,2772.81,2021.0,13.6447,1049.88,6320.0,4.26,1.37
0,345.522623,-16.360699,-28.458,-176.929,1.46503,1.145,3162.12,5.43222,601.367,1379.0,12.3574,379.256,5912.5,4.36,0.88
0,218.476437,-24.652822,-139.71,-14.68,1.2361087,1.139,19760.0,8.82245,272.064,1131.0,13.364,,4313.2,,0.59
0,350.977923,-38.225789,25.692,-13.893,1.14057,2.188,5009.01,6.52263,13201.6,2986.0,12.8509,380.053,5349.5,4.44,0.84
0,179.457833,-62.327546,-6.864,0.657,2.6985136,4.856,13510.0,,457.995,1288.0,13.1235,7186.76,3922.8,,
0,138.805858,-79.774383,7.514,-2.005,3.2136333,1.875,7810.0,11.1273,362.609,1215.0,12.3297,522.663,6189.4,4.32,1.25
1,206.026527,-32.522975,-20.441,1.595,3.3704313,4.608,5610.0,13.6938,1466.04,1723.0,12.885,942.122,5765.0,3.92,1.85
0,178.357087,-61.097733,-6.257,0.371,7.4316274,3.868,13740.0,,25.9699,628.0,13.2566,3327.99,3505.0,,
0,177.688743,-62.75265,-5.306,0.549,0.8970184,2.434,12070.0,,,,13.3733,2275.78,,,
1,207.473849,-46.066514,-170.376,-64.023,2.5926199,1.269,78210.0,11.0137,13.8883,537.0,13.2486,72.811,3375.0,4.85,0.37
0,214.31811,-44.33969,-21.078,-1.64,2.9098435,1.928,9480.0,13.2842,378.481,1228.0,12.9841,717.079,5955.0,4.24,1.31
0,209.183512,-35.292443,-47.7,-46.082,4.3622356,2.645,18670.0,11.0608,89.5299,856.0,13.2041,277.718,4486.0,4.5,0.78
0,228.684363,-31.902206,-12.355,-0.119,2.5336422,2.865,13290.0,29.183,3022.37,2065.0,13.2608,761.766,6038.0,4.22,1.36
1,47.728524,-73.531972,50.289,34.587,0.8831279,1.651686,2068.0674877,4.3749094,1586.2100083,1609.5701933,12.4923,300.141,5151.4,4.51,0.86
1,351.321095,-15.634631,52.133,5.002,5.7042858,4.061264,940.986289,5.0247868,576.8749367,1249.9428806,10.6929,284.388,5560.5,4.01,1.61148
0,289.140291,-34.781754,12.969,-40.915,3.910946,3.28,5210.0,10.6878,497.733,1315.0,11.3612,369.444,5642.0,4.07,1.54
0,161.042028,-86.319954,-22.42,15.394,3.8780401,2.757,5030.0,8.5758,602.229,1380.0,12.3483,403.582,5617.0,4.31,1.15
0,20.419256,-42.481783,-6.279,-14.514,2.4843369,1.154,4450.0,8.59746,160.141,991.0,13.0261,939.136,5608.0,3.94,1.76
0,269.063581,-57.100597,6.839,6.96,4.8435717,2.561,6120.0,15.3767,693.687,1429.0,13.1052,521.922,5552.0,4.42,1.01
0,270.656968,-37.440201,-4.301,-6.36,2.128423,2.872,11080.0,,674.806,1419.0,12.6827,8341.8,3689.6,,
0,251.382358,-76.937828,-14.691,-30.878,0.5438807,0.78,3390.0,6.46581,1246.75,1655.0,13.5252,557.804,5259.0,4.41,0.98
1,348.058952,-44.876485,35.906,-37.39,0.77685,1.43,830.0,3.28324,4180.32,2240.0,11.5273,222.852,5190.0,4.42,0.96
1,265.760335,-65.008252,0.113,-1.961,3.6525305,4.153,9770.0,14.7302,967.919,1553.0,10.6651,285.895,5930.0,4.14,1.47
0,262.640686,-64.723142,-11.469,-27.176,3.0223957,3.272,14800.0,11.507,791.733,1477.0,12.7316,234.721,4653.0,4.56,0.75
1,271.324167,-34.107171,0.421,-16.943,2.0180196,1.967,15190.0,12.168,520.136,1330.0,11.3208,217.193,5544.0,4.47,0.96
0,271.039719,-34.12037,-4.526,-5.123,3.1785277,5.974,20330.0,,788.118,1476.0,12.7825,6634.95,3540.7,,
0,275.164944,-39.220957,9.755,-15.582,2.3651663,2.462,15360.0,19.4747,851.541,1504.0,13.4411,991.209,5805.0,4.1,1.51
0,118.348267,-36.803031,18.437,0.972,3.0591641,4.25,2110.0,7.01214,2296.74,1928.0,12.0536,491.072,4999.4,,1.59
0,21.32225,-39.947872,-13.501,-13.674,1.26092,2.718,4825.94,8.46782,5014.81,2344.0,12.3571,472.613,5875.0,4.36,1.11
1,106.529815,-75.819559,-5.96,38.599,4.6658007,2.609,565.0,2.17821,216.429,1068.0,8.7843,78.7577,6365.0,4.54516,1.02
0,110.390835,-21.93839,-4.179,2.297,2.6535777,2.1014914,1446.2753601,6.685956,4941.3523429,2138.3618868,11.0285,607.29,8037.0,4.26402,1.70185
0,133.542032,-48.072792,-13.597,5.808,8.8088443,4.411,3550.0,10.7596,2579.38,1985.0,10.5387,454.844,8072.0,4.37,1.58
0,70.670279,-64.885209,-11.324,-2.566,17.7082945,3.449,2341.0,11.7171,100.109,881.0,9.9524,600.497,7859.0,4.12,2.8
1,155.984143,-56.843117,-24.125,7.716,18.0953159,2.627,3176.0,12.0619,37.2117,688.0,10.3823,366.987,6509.8,3.99,1.8
1,144.537771,-49.335223,-26.538,14.007,5.8769438,4.5933803,7168.7849256,12.3925008,511.3176191,1212.8090781,10.8137,277.899,5805.0,4.13,1.4484
0,134.39908,-36.850749,-6.195,1.569,3.5463582,4.168,6020.0,,922.838,1535.0,12.7345,815.313,5453.0,,
0,7.330079,-50.140052,27.779,18.042,6.87168,3.16,39248.4,28.967,380.128,1230.0,12.0235,292.682,5446.0,4.43,1.33
0,117.531459,-38.714129,-3.709,4.425,11.0701242,4.097,11750.0,,,,13.1038,1521.09,,,
0,130.052164,-31.994286,8.421,-11.26,1.2368321,2.144,1930.0,7.3968,3451.44,2135.0,12.6206,735.596,6117.0,4.1,1.59
0,127.670065,-40.280004,-2.163,-0.308,0.5241284,1.017,2400.0,16.7968,16094.6,3137.0,12.5004,810.822,5860.0,3.88,1.95
0,119.75408,-25.648554,7.547,-8.12,1.6117444,1.524,3120.0,6.63491,847.062,1502.0,12.1038,446.453,6056.0,4.38,1.14
1,7.709529,-40.573461,38.231,-9.135,5.36777,4.271,6650.0,14.2607,747.132,1456.0,11.3151,542.251,6561.0,4.1,1.72
0,119.489473,-28.122701,-6.686,1.711,3.3630421,2.776,20990.0,20.7277,509.118,1323.0,13.4704,1001.57,5982.0,4.17,1.42
0,115.874489,-38.90883,-11.066,0.834,2.2623261,3.048,2940.0,4.86815,1819.52,1819.0,12.4698,343.21,5786.0,4.56,0.89
0,113.103262,-38.574805,10.092,-8.556,0.845657,1.824,390.0,8.90314,2301.5,1929.0,10.9017,601.211,4969.9,,4.52
0,121.093981,-34.262222,-2.405,-4.972,1.680148,1.217,1420.0,9.76407,575.779,1364.0,10.9144,527.277,5750.5,3.81,2.35
0,337.921615,-21.945702,-3.88,-5.173,6.73069,3.503,14721.7,22.1494,457.721,1288.0,12.0885,650.653,6048.2,4.28,1.66
0,121.429562,-42.702359,,,1.1104301,1.604,4870.0,,,,13.494,,,,
0,120.464794,-24.782618,-7.662,26.629,2.642447,4.373,4700.0,,11564.4,2889.0,13.509,2056.31,8779.8,,
0,120.185666,-33.729847,-2.584,3.925,3.4714171,3.006,3580.0,,,,12.6532,5066.53,,,
0,133.207393,-1.606521,-1.303,7.184,15.8346011,4.676,18000.0,16.7304,116.829,915.0,13.3008,665.382,5713.1,4.37,1.09
0,342.170406,-18.520467,19.229,-3.888,10.45776,3.148,8773.24,,65.5508,792.0,12.8691,508.84,5800.0,4.38,
0,122.430787,-22.868692,-0.864,5.231,1.5971426,3.316,2150.0,7.98964,4957.19,2337.0,12.6746,950.218,6263.0,4.03,1.77
1,140.84562,2.932484,-7.181,-13.548,3.7788779,3.1290228,17654.0731284,13.9739571,466.0843733,1185.0478458,12.239,397.313,5817.7,4.43,1.02896
0,122.010942,-31.189361,-2.771,3.512,2.5313424,2.246,5830.0,,4500.49,2281.0,12.6067,4030.62,9598.5,,
0,128.800451,-27.407594,-5.206,2.36,0.6691882,1.347,2850.0,9.96751,7244.35,2570.0,12.5772,994.33,6623.0,4.09,1.76
0,106.432017,-49.520598,20.106,-30.978,11.8885643,2.567,35450.0,19.2143,18.8935,580.0,13.3872,282.594,4427.0,4.52,0.75
0,119.365428,-38.970243,1.462,-9.774,1.3955317,2.62,960.0,10.461,3163.13,2089.0,10.9602,566.014,4957.2,3.34,3.29
0,244.330203,-54.13911,-5.538,-4.609,1.7167587,2.044,13620.0,,215.049,1066.0,12.052,7170.63,3917.3,,
0,233.280288,-57.63528,-9.669,-5.794,1.862908,4.562,3420.0,13.9775,20675.8,3340.0,12.8482,527.819,5626.0,4.15,1.39
0,148.193703,-76.165857,-24.132,5.231,0.7799194,1.543,1920.0,9.09676,2609.72,1991.0,12.8492,715.534,5473.0,3.8,2.04
0,135.291964,-75.088195,-29.443,30.294,3.3789946,3.332,11150.0,8.56973,333.667,1190.0,13.5709,388.495,4809.0,4.51,0.82
0,240.53688,-52.034811,-10.025,-10.515,1.5810556,2.437,33340.0,13.941,1668.68,1780.0,13.5159,409.504,5985.0,4.72,0.76
0,236.542661,-43.368223,-14.595,-18.508,0.9714298,1.251,1650.0,8.81333,2557.87,1981.0,10.7989,492.34,6495.0,3.89,2.18
0,12.274291,-52.046528,-7.4,-5.2,2.6520851,3.56,10880.0,,,,10.179,216.661,6054.0,4.29,
1,186.787304,-48.978411,,,4.218076,3.5060865,7882.0701205,10.0080468,382.7103105,1128.0732222,11.4007,403.591,5780.0,4.438,1.0
0,300.735006,24.435135,4.563,-10.646,2.1570462,2.3436622,17928.3672773,14.5949243,1041.3249499,1448.8262904,11.6006,299.999,5863.0,4.42,1.04535
0,298.561279,32.425717,-1.004,-23.111,1.7561019,2.858,11010.0,8.43478,1012.39,1571.0,13.3911,378.906,4896.0,4.52,0.81
0,290.079022,21.371475,-5.342,-1.476,1.2997811,2.35,7140.0,13.6803,3036.53,2068.0,12.4162,535.034,6053.0,4.08,1.61
1,357.580647,-17.077595,28.016,-3.212,3.4654953,4.1612558,5884.1905569,14.2776184,1373.5324063,1552.6711273,12.0719,602.236,5570.3,3.93,1.77738
0,293.480154,34.573742,,,1.7113115,1.562,9840.0,,1522.7,1740.0,11.8744,611.126,6845.2,,
0,301.078777,34.398008,-5.199,-5.857,3.3418892,2.084,24860.0,13.4003,123.578,928.0,13.4979,380.532,4874.0,4.53,0.8
0,320.427977,37.822833,-4.599,-11.514,0.8912218,1.846,9160.0,15.1782,4445.59,2274.0,12.8424,891.899,6245.0,4.12,1.59
0,301.520846,34.315352,-1.741,-5.531,1.5380702,2.226,8770.0,18.9812,1996.94,1862.0,13.3403,1277.4,6125.0,3.87,2.06
0,311.862231,37.117833,,,1.9740614,2.1627229,19601.2829646,,1053.2751311,1452.9285261,13.134,,3633.7,,
